"","price","amount"
"1280","10435.04000000","0.00191900"
"1281","10435.11000000","0.00780000"
"1282","10435.25000000","0.02661900"
"1283","10435.29000000","0.00251800"
"1284","10435.35000000","0.00111000"
"1285","10435.75000000","0.00197600"
"1286","10435.82000000","0.00128000"
"1287","10435.87000000","0.11045700"
"1288","10435.88000000","0.01000000"
"1289","10435.89000000","0.00193000"
"1290","10436.00000000","0.08226900"
"1291","10436.33000000","0.00295400"
"1292","10436.36000000","0.00106300"
"1293","10436.47000000","0.00110000"
"1294","10436.48000000","0.00743500"
"1295","10436.52000000","0.00819300"
"1296","10437.00000000","0.06018700"
"1297","10437.01000000","0.00193800"
"1298","10437.08000000","0.05772700"
"1299","10437.23000000","0.02005200"
"1300","10437.30000000","0.00233500"
"1301","10437.32000000","0.12000000"
"1302","10437.81000000","0.00165300"
"1303","10437.89000000","0.00209100"
"1304","10438.00000000","1.61287400"
"1305","10438.27000000","0.00102300"
"1306","10438.30000000","0.00160100"
"1307","10438.31000000","0.00581400"
"1308","10438.46000000","0.00110000"
"1309","10438.56000000","0.99600000"
"1310","10438.66000000","0.00137600"
"1311","10438.70000000","0.00647000"
"1312","10438.74000000","0.00290000"
"1313","10438.76000000","0.00350500"
"1314","10438.87000000","0.00106500"
"1315","10438.88000000","1.00537000"
"1316","10439.11000000","0.01696700"
"1317","10439.14000000","0.00200000"
"1318","10439.23000000","0.02820400"
"1319","10439.25000000","0.08750000"
"1320","10439.28000000","0.00983200"
"1321","10439.41000000","0.00362300"
"1322","10439.46000000","0.00119700"
"1323","10439.48000000","0.00159100"
"1324","10439.53000000","0.00155700"
"1325","10439.89000000","0.00978500"
"1326","10440.00000000","6.94617000"
"1327","10440.02000000","0.00136600"
"1328","10440.04000000","0.00290700"
"1329","10440.05000000","0.00105400"
"1330","10440.15000000","0.00105400"
"1331","10440.28000000","0.05861800"
"1332","10440.29000000","0.01914600"
"1333","10440.47000000","0.00134500"
"1334","10440.84000000","0.00423200"
"1335","10441.00000000","0.02400600"
"1336","10441.02000000","0.00108600"
"1337","10441.03000000","0.00105400"
"1338","10441.04000000","0.00150000"
"1339","10441.37000000","0.00164500"
"1340","10441.44000000","0.00102100"
"1341","10441.53000000","0.00128000"
"1342","10441.61000000","0.00144900"
"1343","10441.76000000","0.00276300"
"1344","10441.78000000","0.00983000"
"1345","10441.89000000","0.02852800"
"1346","10441.93000000","0.00963900"
"1347","10442.00000000","2.02191500"
"1348","10442.19000000","0.10736700"
"1349","10442.30000000","0.00386600"
"1350","10442.33000000","0.07767100"
"1351","10442.67000000","0.00513200"
"1352","10442.74000000","0.07955200"
"1353","10442.85000000","0.00300000"
"1354","10442.93000000","0.00757200"
"1355","10443.00000000","0.75895600"
"1356","10443.03000000","0.01000000"
"1357","10443.29000000","0.03829400"
"1358","10443.42000000","0.00100000"
"1359","10443.64000000","0.00724200"
"1360","10443.90000000","0.00211100"
"1361","10443.99000000","0.00195500"
"1362","10444.00000000","1.34858600"
"1363","10444.07000000","0.02000000"
"1364","10444.17000000","0.00701600"
"1365","10444.24000000","0.00127800"
"1366","10444.31000000","0.00957500"
"1367","10444.44000000","0.00104100"
"1368","10444.50000000","0.03700000"
"1369","10444.52000000","0.03066400"
"1370","10444.82000000","0.00488300"
"1371","10444.84000000","0.01445700"
"1372","10444.87000000","0.00341300"
"1373","10444.89000000","0.00200000"
"1374","10445.00000000","0.74838900"
"1375","10445.28000000","0.00123600"
"1376","10445.44000000","0.00119000"
"1377","10445.59000000","0.00206600"
"1378","10445.87000000","0.00113700"
"1379","10446.00000000","0.00245000"
"1380","10446.01000000","0.00126800"
"1381","10446.23000000","0.50995800"
"1382","10446.36000000","0.01016200"
"1383","10446.39000000","0.00357200"
"1384","10446.48000000","0.00096600"
"1385","10446.52000000","0.00113100"
"1386","10446.53000000","0.00121500"
"1387","10446.64000000","0.10381200"
"1388","10446.89000000","0.00361200"
"1389","10447.00000000","0.54537900"
"1390","10447.01000000","0.00132600"
"1391","10447.23000000","0.00128000"
"1392","10447.27000000","0.00114400"
"1393","10447.32000000","0.01908900"
"1394","10447.42000000","0.00110600"
"1395","10447.45000000","0.00203100"
"1396","10447.53000000","0.00969400"
"1397","10447.59000000","0.03802300"
"1398","10447.64000000","0.00650500"
"1399","10447.70000000","0.06938000"
"1400","10447.72000000","0.00200000"
"1401","10447.77000000","0.00096800"
"1402","10447.85000000","0.00190700"
"1403","10448.00000000","0.80580500"
"1404","10448.01000000","0.00100000"
"1405","10448.70000000","0.00293000"
"1406","10448.72000000","0.00239100"
"1407","10448.92000000","0.00119700"
"1408","10448.97000000","0.00310700"
"1409","10448.98000000","0.00243200"
"1410","10449.00000000","0.87832000"
"1411","10449.10000000","2.00000000"
"1412","10449.13000000","0.06780100"
"1413","10449.15000000","0.04388100"
"1414","10449.32000000","0.01200000"
"1415","10449.33000000","0.00175700"
"1416","10449.43000000","0.00169000"
"1417","10449.47000000","0.00378800"
"1418","10449.59000000","0.02463000"
"1419","10449.72000000","0.00152700"
"1420","10449.83000000","0.47810200"
"1421","10450.00000000","41.83206300"
"1422","10450.04000000","0.01015400"
"1423","10450.08000000","0.00121200"
"1424","10450.11000000","0.00213600"
"1425","10450.15000000","0.00105300"
"1426","10450.18000000","0.04689000"
"1427","10450.30000000","0.06796900"
"1428","10450.37000000","0.00266200"
"1429","10450.53000000","0.00400000"
"1430","10450.55000000","0.00100000"
"1431","10450.57000000","17.94440800"
"1432","10450.82000000","0.00154600"
"1433","10450.83000000","0.00204900"
"1434","10450.88000000","0.00153600"
"1435","10450.92000000","0.14163500"
"1436","10450.95000000","0.00336200"
"1437","10451.00000000","0.08277300"
"1438","10451.09000000","0.00118800"
"1439","10451.13000000","0.04872600"
"1440","10451.18000000","0.00351200"
"1441","10451.35000000","0.00150000"
"1442","10451.37000000","0.00380900"
"1443","10451.61000000","0.00519900"
"1444","10451.63000000","0.01000000"
"1445","10451.71000000","0.00880000"
"1446","10451.84000000","0.06415700"
"1447","10451.98000000","0.12873200"
"1448","10452.00000000","0.23592200"
"1449","10452.17000000","0.00300000"
"1450","10452.21000000","0.02911200"
"1451","10452.42000000","0.00136500"
"1452","10452.47000000","0.00105300"
"1453","10452.94000000","0.00195500"
"1454","10452.95000000","0.00128000"
"1455","10452.97000000","0.00110000"
"1456","10453.00000000","0.70410700"
"1457","10453.03000000","0.01529600"
"1458","10453.20000000","0.09257200"
"1459","10453.21000000","0.23876000"
"1460","10453.33000000","0.01000000"
"1461","10453.48000000","0.00114800"
"1462","10453.51000000","0.00150900"
"1463","10453.69000000","0.00324200"
"1464","10453.84000000","0.00193400"
"1465","10453.87000000","0.00218600"
"1466","10454.24000000","0.00287000"
"1467","10454.30000000","0.00779100"
"1468","10454.37000000","0.01789500"
"1469","10454.40000000","0.01434800"
"1470","10454.44000000","0.06814700"
"1471","10454.55000000","0.04438700"
"1472","10454.89000000","0.00200000"
"1473","10454.90000000","0.00341300"
"1474","10454.93000000","0.07127200"
"1475","10455.00000000","0.60837100"
"1476","10455.11000000","0.00700000"
"1477","10455.23000000","0.02970600"
"1478","10455.53000000","0.05498400"
"1479","10455.64000000","0.00870400"
"1480","10455.69000000","0.00150000"
"1481","10455.71000000","0.00100000"
"1482","10455.75000000","0.00537000"
"1483","10455.88000000","0.00131400"
"1484","10455.97000000","0.00572900"
"1485","10456.00000000","0.10127000"
"1486","10456.06000000","0.05820000"
"1487","10456.17000000","0.38077500"
"1488","10456.25000000","0.01160000"
"1489","10456.43000000","0.31347400"
"1490","10456.45000000","0.11176300"
"1491","10456.47000000","0.24064400"
"1492","10456.66000000","0.00096200"
"1493","10456.78000000","0.40597000"
"1494","10456.79000000","0.10540900"
"1495","10456.84000000","0.00125200"
"1496","10456.91000000","0.00102300"
"1497","10457.00000000","0.01418900"
"1498","10457.14000000","0.00102100"
"1499","10457.45000000","0.77956300"
"1500","10457.57000000","0.00367200"
"1501","10457.62000000","0.05000000"
"1502","10458.00000000","1.31811400"
"1503","10458.03000000","3.88578700"
"1504","10458.37000000","0.00119700"
"1505","10458.39000000","0.00237900"
"1506","10458.45000000","0.01676000"
"1507","10458.62000000","0.07788100"
"1508","10458.63000000","0.00142400"
"1509","10458.66000000","0.00128000"
"1510","10458.82000000","0.00305900"
"1511","10458.91000000","0.00155700"
"1512","10458.92000000","0.00581400"
"1513","10459.00000000","0.19273300"
"1514","10459.01000000","0.00128900"
"1515","10459.18000000","0.00179700"
"1516","10459.20000000","0.00397600"
"1517","10459.45000000","0.00111200"
"1518","10459.71000000","0.00248800"
"1519","10459.87000000","0.13527300"
"1520","10459.96000000","0.12345600"
"1521","10459.99000000","0.02550300"
"1522","10460.00000000","12.85160700"
"1523","10460.05000000","0.00105200"
"1524","10460.14000000","0.12241400"
"1525","10460.15000000","0.00105200"
"1526","10460.19000000","0.16340800"
"1527","10460.32000000","0.40594300"
"1528","10460.41000000","0.00110600"
"1529","10460.44000000","0.00432400"
"1530","10460.57000000","0.06424100"
"1531","10460.59000000","0.00158800"
"1532","10460.62000000","0.01550500"
"1533","10460.97000000","0.00120000"
"1534","10461.02000000","1.00153100"
"1535","10461.04000000","0.00114400"
"1536","10461.06000000","0.00169000"
"1537","10461.17000000","0.00105200"
"1538","10461.41000000","0.00115500"
"1539","10461.43000000","0.01010000"
"1540","10461.51000000","0.00095600"
"1541","10461.53000000","0.00640000"
"1542","10461.78000000","0.00280300"
"1543","10461.82000000","0.00176000"
"1544","10461.86000000","0.00477900"
"1545","10461.90000000","0.01195500"
"1546","10461.96000000","0.00106500"
"1547","10462.00000000","0.03676300"
"1548","10462.10000000","0.17205000"
"1549","10462.26000000","0.05734900"
"1550","10462.30000000","0.10000000"
"1551","10462.44000000","0.00117100"
"1552","10462.66000000","0.00736700"
"1553","10462.68000000","0.14336700"
"1554","10462.82000000","0.10622700"
"1555","10463.00000000","0.00500000"
"1556","10463.03000000","0.00291000"
"1557","10463.33000000","0.02330000"
"1558","10463.45000000","0.00143900"
"1559","10463.50000000","0.00097100"
"1560","10463.54000000","0.25434600"
"1561","10463.62000000","0.06255300"
"1562","10463.70000000","0.23074800"
"1563","10463.76000000","0.00200000"
"1564","10463.98000000","0.00118800"
"1565","10464.00000000","0.30600000"
"1566","10464.03000000","0.30408500"
"1567","10464.06000000","0.00129900"
"1568","10464.16000000","0.00112000"
"1569","10464.38000000","0.00128000"
"1570","10464.51000000","0.00511900"
"1571","10464.67000000","0.00192000"
"1572","10464.69000000","0.00113100"
"1573","10464.82000000","0.00136300"
"1574","10464.88000000","0.02721700"
"1575","10464.89000000","0.00200000"
"1576","10464.95000000","0.00341300"
"1577","10465.00000000","0.01173300"
"1578","10465.05000000","0.01000000"
"1579","10465.06000000","0.02005200"
"1580","10465.17000000","0.00765400"
"1581","10465.21000000","0.00288600"
"1582","10465.46000000","0.20000000"
"1583","10465.51000000","0.00110000"
"1584","10465.75000000","0.00931700"
"1585","10466.00000000","3.48254600"
"1586","10466.02000000","0.00159100"
"1587","10466.25000000","0.00102300"
"1588","10466.41000000","0.31387400"
"1589","10466.66000000","0.01150000"
"1590","10466.67000000","0.00127200"
"1591","10466.98000000","0.01000000"
"1592","10467.00000000","0.02386600"
"1593","10467.10000000","0.00377800"
"1594","10467.33000000","0.00430000"
"1595","10467.42000000","0.00119200"
"1596","10467.67000000","0.00153200"
"1597","10467.71000000","0.00130000"
"1598","10467.77000000","0.00143900"
"1599","10467.84000000","0.00119700"
"1600","10468.00000000","0.21246700"
"1601","10468.61000000","0.00196600"
"1602","10468.69000000","0.04184300"
"1603","10468.82000000","0.00100000"
"1604","10468.89000000","0.00100100"
"1605","10469.00000000","0.04116900"
"1606","10469.23000000","0.00195300"
"1607","10469.45000000","5.92600000"
"1608","10469.66000000","0.00357600"
"1609","10469.89000000","0.20000000"
"1610","10469.98000000","0.02213500"
"1611","10470.00000000","6.29441500"
"1612","10470.02000000","0.00442000"
"1613","10470.05000000","0.00105100"
"1614","10470.10000000","0.00128000"
"1615","10470.13000000","0.00330100"
"1616","10470.15000000","0.00105100"
"1617","10470.24000000","0.00201300"
"1618","10470.30000000","0.00128400"
"1619","10470.44000000","0.00164800"
"1620","10470.55000000","0.00516300"
"1621","10470.58000000","0.01000000"
"1622","10470.64000000","1.00000000"
"1623","10470.87000000","0.00195500"
"1624","10470.93000000","0.06685200"
"1625","10470.99000000","0.00175100"
"1626","10471.00000000","0.07699000"
"1627","10471.45000000","0.00146700"
"1628","10471.47000000","0.00452400"
"1629","10471.63000000","0.00437700"
"1630","10471.65000000","0.00594500"
"1631","10471.89000000","0.00131900"
"1632","10471.90000000","0.00097800"
"1633","10471.97000000","0.00120700"
"1634","10472.00000000","0.30573800"
"1635","10472.06000000","0.00286900"
"1636","10472.12000000","0.00374000"
"1637","10472.63000000","0.00537000"
"1638","10472.69000000","0.01145300"
"1639","10472.70000000","0.00169000"
"1640","10472.72000000","0.00561700"
"1641","10472.83000000","0.20000000"
"1642","10473.00000000","0.40000000"
"1643","10473.10000000","0.00927800"
"1644","10473.23000000","0.02500000"
"1645","10473.36000000","0.00300000"
"1646","10473.42000000","0.00110600"
"1647","10473.47000000","0.00096500"
"1648","10473.54000000","0.00238000"
"1649","10473.68000000","0.01234000"
"1650","10473.75000000","0.01664600"
"1651","10474.28000000","0.03524200"
"1652","10474.35000000","0.00200000"
"1653","10474.48000000","0.00484000"
"1654","10474.68000000","0.00460000"
"1655","10474.74000000","0.03000000"
"1656","10474.83000000","0.00114400"
"1657","10474.85000000","0.00158600"
"1658","10474.89000000","0.00200000"
"1659","10474.95000000","0.00099800"
"1660","10475.00000000","3.18087200"
"1661","10475.22000000","0.02904800"
"1662","10475.59000000","0.00102300"
"1663","10475.83000000","0.00128000"
"1664","10475.84000000","0.00312000"
"1665","10475.85000000","0.02710100"
"1666","10476.00000000","0.10821000"
"1667","10476.19000000","0.00101100"
"1668","10476.37000000","0.01000000"
"1669","10476.42000000","0.00540700"
"1670","10476.55000000","0.00351200"
"1671","10476.59000000","0.20718100"
"1672","10476.69000000","0.00261100"
"1673","10476.72000000","0.00741700"
"1674","10476.78000000","0.00140000"
"1675","10476.90000000","0.00317300"
"1676","10477.00000000","0.19597200"
"1677","10477.09000000","0.00218800"
"1678","10477.22000000","0.00136200"
"1679","10477.32000000","0.00119700"
"1680","10477.34000000","0.00628100"
"1681","10477.59000000","0.00250800"
"1682","10477.67000000","0.01262000"
"1683","10477.77000000","0.00804000"
"1684","10477.86000000","0.00690100"
"1685","10478.00000000","0.06000000"
"1686","10478.22000000","0.01210400"
"1687","10478.33000000","0.00155700"
"1688","10478.37000000","0.00200000"
"1689","10478.50000000","0.00722900"
"1690","10478.57000000","0.00300000"
"1691","10478.65000000","0.00150000"
"1692","10478.68000000","0.00868500"
"1693","10478.81000000","0.00105000"
"1694","10478.89000000","0.00108600"
"1695","10478.94000000","0.00151200"
"1696","10478.95000000","0.00238500"
"1697","10479.00000000","0.48640900"
"1698","10479.36000000","0.00118800"
"1699","10479.39000000","0.00117300"
"1700","10479.40000000","0.00649300"
"1701","10479.55000000","0.00581400"
"1702","10479.59000000","0.00200000"
"1703","10479.85000000","0.00195500"
"1704","10480.00000000","21.83829000"
"1705","10480.05000000","0.00105000"
"1706","10480.08000000","0.00289600"
"1707","10480.15000000","0.00105000"
"1708","10480.25000000","0.08125000"
"1709","10480.28000000","0.00149900"
"1710","10480.38000000","0.00111300"
"1711","10480.65000000","0.00140200"
"1712","10480.70000000","0.00618200"
"1713","10481.00000000","0.14711200"
"1714","10481.01000000","0.00663700"
"1715","10481.10000000","0.00104300"
"1716","10481.26000000","0.00110000"
"1717","10481.44000000","0.04770400"
"1718","10481.55000000","0.00128000"
"1719","10481.96000000","0.00541100"
"1720","10482.00000000","0.05167800"
"1721","10482.35000000","0.00105900"
"1722","10482.50000000","0.04882000"
"1723","10482.52000000","0.02542600"
"1724","10482.54000000","0.00549800"
"1725","10482.59000000","0.00374100"
"1726","10482.60000000","0.00188000"
"1727","10482.76000000","0.00120100"
"1728","10483.00000000","0.17990000"
"1729","10483.14000000","0.00736700"
"1730","10483.35000000","0.28314400"
"1731","10483.41000000","0.00205700"
"1732","10483.50000000","0.00100400"
"1733","10483.55000000","0.00237000"
"1734","10483.59000000","0.00598200"
"1735","10483.72000000","0.00245000"
"1736","10483.73000000","0.00150000"
"1737","10484.00000000","3.02276700"
"1738","10484.15000000","0.00095500"
"1739","10484.19000000","0.10000000"
"1740","10484.26000000","0.00104800"
"1741","10484.36000000","0.00169000"
"1742","10484.44000000","0.42305700"
"1743","10484.61000000","0.00780000"
"1744","10484.89000000","0.00200000"
"1745","10484.94000000","0.00102300"
"1746","10485.00000000","0.99605000"
"1747","10485.07000000","0.02255900"
"1748","10485.23000000","0.00531300"
"1749","10485.49000000","0.00115700"
"1750","10485.51000000","0.00697100"
"1751","10485.52000000","0.01784200"
"1752","10485.60000000","0.00630000"
"1753","10485.62000000","0.00105000"
"1754","10485.65000000","0.00098300"
"1755","10485.71000000","0.00363200"
"1756","10485.84000000","0.00160100"
"1757","10485.85000000","0.03616400"
"1758","10486.00000000","0.44654700"
"1759","10486.01000000","0.00097500"
"1760","10486.16000000","0.13707400"
"1761","10486.24000000","0.00482200"
"1762","10486.44000000","0.00110600"
"1763","10486.59000000","0.00113100"
"1764","10486.61000000","0.00241200"
"1765","10486.63000000","0.00518200"
"1766","10486.75000000","0.00132900"
"1767","10486.76000000","0.00135400"
"1768","10486.80000000","0.00119700"
"1769","10486.91000000","0.00123100"
"1770","10487.00000000","0.00476700"
"1771","10487.06000000","0.02546400"
"1772","10487.16000000","0.00271300"
"1773","10487.17000000","0.00921000"
"1774","10487.29000000","0.00128000"
"1775","10487.41000000","0.01757300"
"1776","10487.43000000","0.04224300"
"1777","10487.56000000","0.00124700"
"1778","10487.63000000","0.00104900"
"1779","10487.66000000","0.00110000"
"1780","10487.84000000","0.00398200"
"1781","10487.87000000","0.01000000"
"1782","10487.93000000","0.00166100"
"1783","10488.00000000","10.74530400"
"1784","10488.16000000","0.02401600"
"1785","10488.22000000","0.00264200"
"1786","10488.40000000","0.00300000"
"1787","10488.63000000","0.00114400"
"1788","10488.74000000","0.00104900"
"1789","10488.84000000","0.00323000"
"1790","10488.88000000","1.01000000"
"1791","10488.91000000","0.03559700"
"1792","10488.97000000","0.00815200"
"1793","10489.00000000","0.16970800"
"1794","10489.01000000","0.00987100"
"1795","10489.19000000","0.00124100"
"1796","10489.50000000","0.00537000"
"1797","10489.58000000","0.00208400"
"1798","10489.62000000","0.00136000"
"1799","10489.78000000","0.00350500"
"1800","10489.79000000","0.00656800"
"1801","10489.81000000","0.00190500"
"1802","10489.88000000","0.10000000"
"1803","10489.89000000","0.00111500"
"1804","10489.99000000","0.00300000"
"1805","10490.00000000","9.89054800"
"1806","10490.23000000","0.03304000"
"1807","10490.25000000","0.00359100"
"1808","10490.46000000","0.33274300"
"1809","10490.63000000","0.00130000"
"1810","10490.76000000","0.00222800"
"1811","10490.81000000","0.00234300"
"1812","10490.95000000","0.00100000"
"1813","10491.00000000","0.13418700"
"1814","10491.06000000","0.00153700"
"1815","10491.27000000","0.00249000"
"1816","10491.33000000","0.00476600"
"1817","10492.00000000","0.02197800"
"1818","10492.09000000","0.01304800"
"1819","10492.17000000","0.01605200"
"1820","10492.30000000","0.00110000"
"1821","10492.52000000","0.00205700"
"1822","10492.56000000","0.00538000"
"1823","10492.64000000","0.00159100"
"1824","10492.94000000","0.00101800"
"1825","10492.96000000","0.02005200"
"1826","10493.00000000","4.57520800"
"1827","10493.02000000","0.00128000"
"1828","10493.09000000","0.02379200"
"1829","10493.34000000","0.00410000"
"1830","10493.36000000","0.01303600"
"1831","10493.38000000","0.00328400"
"1832","10493.50000000","0.00145700"
"1833","10493.68000000","0.00200600"
"1834","10493.97000000","0.00374000"
"1835","10494.00000000","0.00762400"
"1836","10494.30000000","0.00102300"
"1837","10494.43000000","0.09957200"
"1838","10494.61000000","0.01000000"
"1839","10494.67000000","0.00250000"
"1840","10494.73000000","0.00177000"
"1841","10494.74000000","0.00503500"
"1842","10494.85000000","0.00492200"
"1843","10494.89000000","0.00526200"
"1844","10495.00000000","0.19843400"
"1845","10495.03000000","0.00110700"
"1846","10495.14000000","0.00341300"
"1847","10495.41000000","0.00701600"
"1848","10495.47000000","0.00587000"
"1849","10495.52000000","0.00100200"
"1850","10495.57000000","0.00118800"
"1851","10495.64000000","0.00747600"
"1852","10495.80000000","0.00458000"
"1853","10495.85000000","0.00270300"
"1854","10495.95000000","0.01658400"
"1855","10496.00000000","0.03802100"
"1856","10496.01000000","0.25299800"
"1857","10496.03000000","0.00169000"
"1858","10496.13000000","0.00134500"
"1859","10496.21000000","0.00363200"
"1860","10496.30000000","0.00119700"
"1861","10496.42000000","0.00234300"
"1862","10496.56000000","0.50000000"
"1863","10496.60000000","0.00104800"
"1864","10496.66000000","0.00104800"
"1865","10497.00000000","0.33386300"
"1866","10497.02000000","0.03676600"
"1867","10497.09000000","0.00104800"
"1868","10497.39000000","0.02000000"
"1869","10497.42000000","0.00103100"
"1870","10497.63000000","0.00880000"
"1871","10497.72000000","0.00200000"
"1872","10497.79000000","0.00155700"
"1873","10497.94000000","0.00104800"
"1874","10498.00000000","4.00495800"
"1875","10498.28000000","0.35290200"
"1876","10498.43000000","0.02557300"
"1877","10498.63000000","0.00149000"
"1878","10498.75000000","0.00128000"
"1879","10498.98000000","0.00228100"
"1880","10499.00000000","16.66644300"
"1881","10499.11000000","0.00249700"
"1882","10499.24000000","0.00285700"
"1883","10499.25000000","0.00668800"
"1884","10499.36000000","0.98863100"
"1885","10499.48000000","0.00110600"
"1886","10499.56000000","0.01230000"
"1887","10499.65000000","0.00110000"
"1888","10499.87000000","0.00108500"
"1889","10499.92000000","1.68098700"
"1890","10499.99000000","1.51076200"
"1891","10500.00000000","145.31536000"
"1892","10500.02000000","0.01672800"
"1893","10500.03000000","0.04337700"
"1894","10500.06000000","1.00107000"
"1895","10500.08000000","0.18011200"
"1896","10500.12000000","0.06525200"
"1897","10500.16000000","0.81707700"
"1898","10500.23000000","0.08165700"
"1899","10500.27000000","0.03100800"
"1900","10500.31000000","0.00098900"
"1901","10500.36000000","0.00133200"
"1902","10500.42000000","0.00227100"
"1903","10500.50000000","0.00185500"
"1904","10500.71000000","0.00095900"
"1905","10500.74000000","0.05486300"
"1906","10500.75000000","0.00207300"
"1907","10500.77000000","0.00606700"
"1908","10500.78000000","0.00680500"
"1909","10500.89000000","0.01000000"
"1910","10500.93000000","0.00995600"
"1911","10500.96000000","0.33457200"
"1912","10501.00000000","0.01447200"
"1913","10501.01000000","0.22000000"
"1914","10501.04000000","0.00287100"
"1915","10501.06000000","0.00118400"
"1916","10501.09000000","0.00292000"
"1917","10501.12000000","0.03969500"
"1918","10501.42000000","0.17200000"
"1919","10501.44000000","0.00900000"
"1920","10501.72000000","0.00866600"
"1921","10501.97000000","0.00351200"
"1922","10502.00000000","1.29373500"
"1923","10502.01000000","0.00135800"
"1924","10502.27000000","0.02197900"
"1925","10502.46000000","0.00114400"
"1926","10502.64000000","0.00205500"
"1927","10502.72000000","0.09942300"
"1928","10502.73000000","0.00143100"
"1929","10502.82000000","0.00108000"
"1930","10503.02000000","0.01204800"
"1931","10503.04000000","0.00887900"
"1932","10503.37000000","0.00451100"
"1933","10503.61000000","0.00736700"
"1934","10503.66000000","0.00102300"
"1935","10503.70000000","0.00213000"
"1936","10503.82000000","0.00096300"
"1937","10504.00000000","0.10915500"
"1938","10504.32000000","0.06960900"
"1939","10504.42000000","0.00925000"
"1940","10504.47000000","0.00381300"
"1941","10504.50000000","0.00128000"
"1942","10504.61000000","0.00836800"
"1943","10504.63000000","0.00214700"
"1944","10504.65000000","0.01500000"
"1945","10504.70000000","0.01917200"
"1946","10504.90000000","0.00348000"
"1947","10505.00000000","0.16559500"
"1948","10505.12000000","0.03829400"
"1949","10505.23000000","0.00341300"
"1950","10505.80000000","0.00119700"
"1951","10505.85000000","0.00357200"
"1952","10505.88000000","0.00105900"
"1953","10505.92000000","0.00209200"
"1954","10506.00000000","0.10000000"
"1955","10506.11000000","0.00172500"
"1956","10506.16000000","0.00167200"
"1957","10506.32000000","0.00150000"
"1958","10506.38000000","0.00537000"
"1959","10506.51000000","0.00663200"
"1960","10506.95000000","0.00743500"
"1961","10507.00000000","0.00698900"
"1962","10507.03000000","0.00104700"
"1963","10507.09000000","0.00668400"
"1964","10507.24000000","0.01543600"
"1965","10507.31000000","0.05539800"
"1966","10507.55000000","0.00117100"
"1967","10507.70000000","0.00169000"
"1968","10507.72000000","0.00218600"
"1969","10507.81000000","0.01160000"
"1970","10507.92000000","0.00277100"
"1971","10508.00000000","0.00480000"
"1972","10508.11000000","0.00104700"
"1973","10508.25000000","0.00277200"
"1974","10508.29000000","0.01049200"
"1975","10508.42000000","0.00256200"
"1976","10508.84000000","0.05000000"
"1977","10508.96000000","0.00206900"
"1978","10509.00000000","0.02243200"
"1979","10509.06000000","0.00969400"
"1980","10509.24000000","0.00868700"
"1981","10509.69000000","0.00131800"
"1982","10509.79000000","0.00099600"
"1983","10509.99000000","0.00315600"
"1984","10510.00000000","1.34253600"
"1985","10510.24000000","0.00128000"
"1986","10510.33000000","0.00266000"
"1987","10510.39000000","0.06379200"
"1988","10510.51000000","0.00463700"
"1989","10510.63000000","0.02077200"
"1990","10510.68000000","0.13194500"
"1991","10510.73000000","0.10061200"
"1992","10511.00000000","0.01218200"
"1993","10511.03000000","0.69962300"
"1994","10511.04000000","0.14862200"
"1995","10511.10000000","0.00132000"
"1996","10511.25000000","0.00109400"
"1997","10511.31000000","0.00198000"
"1998","10511.38000000","0.00154600"
"1999","10511.94000000","0.00414900"
"2000","10512.00000000","0.01000000"
"2001","10512.17000000","0.00121500"
"2002","10512.19000000","0.00317100"
"2003","10512.54000000","0.00110600"
"2004","10512.57000000","0.00200000"
"2005","10512.82000000","0.01210000"
"2006","10512.88000000","0.00330100"
"2007","10513.01000000","0.00430200"
"2008","10513.04000000","0.00102300"
"2009","10513.11000000","0.00370400"
"2010","10513.77000000","0.00134200"
"2011","10513.82000000","0.00176000"
"2012","10514.18000000","0.00246000"
"2013","10514.20000000","0.00104700"
"2014","10514.28000000","0.00402100"
"2015","10514.41000000","0.01086700"
"2016","10514.42000000","0.00313900"
"2017","10514.45000000","0.00099900"
"2018","10514.57000000","0.00144900"
"2019","10514.88000000","0.17804200"
"2020","10515.00000000","0.08170100"
"2021","10515.23000000","0.05490600"
"2022","10515.32000000","0.00461000"
"2023","10515.35000000","0.00096100"
"2024","10515.38000000","0.00240000"
"2025","10515.50000000","0.00101200"
"2026","10515.55000000","0.00514100"
"2027","10515.69000000","0.00156100"
"2028","10515.74000000","0.00500000"
"2029","10515.78000000","0.01000000"
"2030","10515.94000000","11.94200000"
"2031","10515.99000000","0.00128000"
"2032","10516.00000000","0.26012800"
"2033","10516.11000000","0.04806500"
"2034","10516.28000000","0.04486000"
"2035","10516.30000000","0.00114400"
"2036","10516.31000000","0.00104600"
"2037","10516.44000000","0.00097900"
"2038","10516.57000000","0.00158600"
"2039","10516.60000000","0.00104600"
"2040","10516.72000000","0.00239000"
"2041","10516.76000000","0.00148400"
"2042","10516.91000000","0.00108600"
"2043","10517.24000000","0.00128200"
"2044","10517.25000000","0.02500000"
"2045","10517.28000000","0.00155700"
"2046","10517.38000000","0.00365300"
"2047","10517.53000000","0.00861600"
"2048","10517.64000000","0.00200000"
"2049","10517.83000000","0.02515600"
"2050","10518.00000000","0.13906000"
"2051","10518.43000000","0.00174600"
"2052","10518.48000000","0.00130700"
"2053","10518.50000000","0.00779100"
"2054","10518.61000000","0.00430000"
"2055","10518.76000000","0.01000000"
"2056","10518.89000000","0.00187300"
